,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Prince Rupert,CA,54.3161,-130.3201,40.69,81,75,8.05,broken clouds
346,Bubaque,GW,11.2833,-15.8333,78.04,74,86,7.63,overcast clouds
347,Sandpoint,US,48.2766,-116.5533,32.14,79,100,12.66,overcast clouds
348,Bayamo,CU,20.3792,-76.6433,70.59,80,0,5.95,clear sky
349,Leiyang,CN,26.4024,112.8591,55.35,60,100,5.01,overcast clouds
350,Myatlevo,RU,54.8969,35.6762,24.64,93,100,3.42,overcast clouds
351,Oksfjord,NO,70.2396,22.3479,24.98,84,10,9.26,clear sky
352,Pahrump,US,36.2083,-115.9839,52.95,71,50,15.01,scattered clouds
353,Liberal,US,37.0431,-100.921,32.14,51,0,10.36,clear sky
354,Yar-Sale,RU,66.8333,70.8333,-4.22,97,100,18.14,light snow
355,Pisco,PE,-13.7,-76.2167,69.85,88,0,0.0,clear sky
356,Bridlington,GB,54.0831,-0.1919,49.93,78,87,18.7,overcast clouds
357,Vardo,NO,70.3705,31.1107,31.98,55,75,16.11,broken clouds
358,Lompoc,US,34.6391,-120.4579,59.14,91,100,19.57,overcast clouds
359,Yangcun,CN,39.3639,117.0603,31.98,44,0,5.06,clear sky
360,Aswan,EG,24.0934,32.907,51.1,81,0,6.91,clear sky
361,Ponta Delgada,PT,37.7333,-25.6667,61.52,94,75,16.11,light rain
362,Lander,US,42.833,-108.7307,30.79,78,0,0.0,clear sky
363,Malysheva,RU,57.1185,61.4035,-15.0,100,67,2.71,broken clouds
364,Tuatapere,NZ,-46.1333,167.6833,68.38,70,100,2.75,overcast clouds
365,Coahuayana,MX,18.7333,-103.6833,71.96,81,0,2.21,clear sky
366,Knysna,ZA,-34.0363,23.0471,60.37,92,100,6.35,moderate rain
367,Yulara,AU,-25.2406,130.9889,87.01,27,17,14.25,few clouds
368,Mbalmayo,CM,3.5167,11.5,66.52,99,59,2.51,light rain
369,Constanta,RO,44.1833,28.65,38.08,86,36,10.87,scattered clouds
370,Palmer,US,42.1584,-72.3287,46.85,88,100,6.91,light intensity drizzle
371,Ullapool,GB,57.8987,-5.1604,41.34,85,72,6.15,broken clouds
372,Rawdon,CA,46.0501,-73.7159,29.1,64,100,11.36,light snow
373,Cap Malheureux,MU,-19.9842,57.6142,75.47,82,28,4.0,light rain
374,Frolovo,RU,49.7713,43.6622,30.38,79,89,9.15,overcast clouds
375,Boca Do Acre,BR,-8.7522,-67.3978,72.12,99,71,2.13,broken clouds
376,Ghatanji,IN,20.1333,78.3167,66.31,58,24,7.92,few clouds
377,Svetlogorsk,BY,52.6333,29.7333,32.94,97,100,14.32,snow
378,Yichang,CN,30.7144,111.2847,55.63,36,23,0.92,few clouds
379,Sechura,PE,-5.5569,-80.8222,68.41,79,100,13.49,overcast clouds
380,Kruisfontein,ZA,-34.0033,24.7314,60.89,89,100,8.81,light rain
381,San Rafael,AR,-34.6177,-68.3301,78.12,19,10,8.39,clear sky
382,Ulladulla,AU,-35.35,150.4667,67.82,55,39,17.13,scattered clouds
383,Egvekinot,RU,66.3167,-179.1667,-18.94,89,99,10.04,overcast clouds
384,Kishapu,TZ,-3.6167,33.8667,65.37,73,58,6.6,broken clouds
385,Zhigansk,RU,66.7697,123.3711,-19.41,97,100,7.14,overcast clouds
386,Soroti,UG,1.7146,33.6111,64.45,58,11,8.05,few clouds
387,Starachowice,PL,51.0374,21.0713,46.65,83,100,20.92,light rain
388,Xuddur,SO,4.1213,43.8894,67.19,86,69,11.54,broken clouds
389,Altay,CN,47.8667,88.1167,14.34,95,100,2.89,overcast clouds
390,Ende,ID,-8.8432,121.6623,85.57,70,47,6.67,scattered clouds
391,La Estancia,MX,20.4167,-100.0667,63.82,52,0,4.47,clear sky
392,Aguimes,ES,27.9054,-15.4461,65.66,77,20,9.22,few clouds
393,Cockburn Town,TC,21.4612,-71.1419,77.97,78,1,22.73,light rain
394,Batemans Bay,AU,-35.7167,150.1833,67.1,51,16,15.28,few clouds
395,Le Moule,GP,16.3332,-61.3473,75.24,72,84,19.86,broken clouds
396,Auki,SB,-8.7676,160.7034,81.59,85,100,10.09,overcast clouds
397,Avera,US,33.194,-82.5271,63.91,87,0,7.72,clear sky
398,Kupang,ID,-10.1667,123.5833,88.38,74,75,13.8,broken clouds
399,Nabire,ID,-3.3667,135.4833,86.09,66,96,4.23,overcast clouds
400,Shuangyang,CN,43.5242,125.6736,17.6,62,0,9.15,clear sky
401,Tatarsk,RU,55.219,75.9828,13.14,96,100,3.47,light snow
402,Rognan,NO,67.0953,15.3878,28.54,85,51,8.9,broken clouds
403,Goderich,CA,43.7501,-81.7165,41.32,93,100,8.05,overcast clouds
404,Tiznit,MA,29.5833,-9.5,54.72,28,2,3.94,clear sky
405,Touros,BR,-5.1989,-35.4608,77.94,80,18,10.65,few clouds
406,Padang,ID,-0.9492,100.3543,82.45,72,98,2.44,overcast clouds
407,Winfield,US,37.2398,-96.9956,38.17,68,0,4.61,clear sky
408,Omsukchan,RU,62.5333,155.8,-30.95,93,15,4.85,few clouds
409,Tura,IN,25.5198,90.2201,65.77,52,0,3.02,clear sky
410,Kursenai,LT,55.985,22.9189,32.25,99,100,8.5,heavy snow
411,Nizwa,OM,22.9333,57.5333,59.2,54,5,0.76,clear sky
412,Flin Flon,CA,54.7682,-101.865,10.24,98,82,4.14,broken clouds
413,Dakar,SN,14.6937,-17.4441,77.88,49,89,15.61,overcast clouds
414,Saint Anthony,US,45.0205,-93.218,31.95,95,100,13.8,snow
415,Iracoubo,GF,5.4802,-53.2011,75.56,91,100,11.34,light rain
416,Seymchan,RU,62.8833,152.4333,-40.16,98,70,0.22,broken clouds
417,Nioro,GM,13.35,-15.75,70.86,22,93,2.98,overcast clouds
418,Buguruslan,RU,53.6554,52.442,-9.47,100,76,2.28,broken clouds
419,Smithers,CA,54.7804,-127.1743,25.12,93,40,3.44,scattered clouds
420,Le Port,RE,-20.9373,55.2919,79.9,91,15,6.06,few clouds
421,Birin,NP,26.8865,88.0718,52.36,48,0,2.53,clear sky
422,Kapit,MY,2.0167,112.9333,86.72,59,44,2.51,scattered clouds
423,Zhuanghe,CN,39.7008,122.9911,25.3,70,2,5.19,clear sky
424,Sabang,ID,5.8933,95.3214,81.0,80,95,19.08,overcast clouds
425,Suluq,LY,31.6682,20.2521,59.32,76,97,7.2,light rain
426,Thinadhoo,MV,0.5333,72.9333,80.31,65,1,5.37,clear sky
427,Pacific Grove,US,36.6177,-121.9166,58.66,88,100,13.0,heavy intensity rain
428,Brae,GB,60.3964,-1.353,44.67,85,80,13.33,light rain
429,Salaga,GH,8.5508,-0.5188,77.41,24,62,3.31,broken clouds
430,Anadyr,RU,64.75,177.4833,-8.9,84,100,8.95,light snow
431,Kitovo,RU,56.8659,41.2825,9.82,98,99,5.59,overcast clouds
432,Port Augusta,AU,-32.5,137.7667,78.26,27,0,17.0,clear sky
433,Sao Gabriel,BR,-30.3364,-54.32,71.2,50,2,15.77,clear sky
434,Redlands,US,34.0556,-117.1825,59.2,82,75,1.01,broken clouds
435,Fare,PF,-16.7,-151.0167,81.81,73,93,13.58,overcast clouds
436,Mao,ES,39.8885,4.2658,50.56,93,0,5.75,clear sky
437,Sayyan,YE,15.1718,44.3244,48.58,47,8,1.79,clear sky
438,San Andres,CO,12.5847,-81.7006,80.62,78,20,12.66,light rain
439,Kenora,CA,49.8167,-94.4337,14.97,92,100,5.75,overcast clouds
440,Katyuzhanka,UA,50.806,30.1376,33.96,96,100,15.5,light snow
441,Guadalupe Y Calvo,MX,26.1,-106.9667,42.8,33,0,4.94,clear sky
442,Polyarnyy,RU,69.1989,33.4478,22.41,75,100,7.56,overcast clouds
443,Udachnyy,RU,66.4167,112.4,-35.55,65,98,1.66,overcast clouds
444,Hearst,CA,49.6835,-83.6665,-0.15,99,57,3.69,broken clouds
445,Antofagasta,CL,-23.65,-70.4,67.28,78,3,1.99,clear sky
446,Victor Harbor,AU,-35.5667,138.6167,69.67,64,5,1.99,clear sky
447,Boda,CF,4.3189,17.4695,79.12,32,97,4.59,overcast clouds
448,Saint-Joseph,RE,-21.3667,55.6167,78.48,78,39,9.55,light rain
449,Manavadar,IN,21.5,70.1333,56.95,35,0,15.93,clear sky
450,Londa,IN,15.4691,74.5191,63.73,64,45,7.81,scattered clouds
451,Leh,IN,34.1667,77.5833,0.05,40,0,3.09,clear sky
452,Safaga,EG,26.7292,33.9365,62.28,67,0,15.59,clear sky
453,Barabinsk,RU,55.3571,78.357,13.78,96,100,5.95,light snow
454,Talcahuano,CL,-36.7167,-73.1167,62.28,82,0,6.91,clear sky
455,Strathpeffer,GB,57.588,-4.5382,37.15,98,49,4.63,scattered clouds
456,Samarai,PG,-10.6167,150.6667,84.74,68,85,2.04,overcast clouds
457,Formosa,AR,-26.1775,-58.1781,76.98,61,0,3.44,clear sky
458,Clarksburg,US,39.2807,-80.3445,58.3,73,20,6.91,few clouds
459,San Juan,AR,-31.5375,-68.5364,83.57,16,0,5.77,clear sky
460,Vargashi,RU,55.3556,65.8467,-2.31,100,88,3.62,overcast clouds
461,Mongoumba,CF,3.6415,18.5936,77.92,44,97,1.14,overcast clouds
462,Lazaro Cardenas,MX,17.9583,-102.2,75.02,75,0,2.84,clear sky
463,Sergeyevka,KZ,53.88,67.4158,7.2,99,97,5.46,overcast clouds
464,Westport,US,41.1415,-73.3579,55.11,90,100,5.99,overcast clouds
465,Tocopilla,CL,-22.092,-70.1979,68.85,68,1,1.74,clear sky
466,Dryden,CA,49.7833,-92.7503,16.09,86,100,8.05,overcast clouds
467,Taltal,CL,-25.4,-70.4833,64.98,85,2,1.92,clear sky
468,Salinopolis,BR,-0.6136,-47.3561,78.85,84,80,9.73,broken clouds
469,San-Pedro,CI,4.7485,-6.6363,75.29,86,47,5.46,scattered clouds
470,Iquitos,PE,-3.7481,-73.2472,77.04,83,0,2.3,clear sky
471,Wilmington,US,34.2257,-77.9447,66.11,83,0,11.5,clear sky
472,Abu Samrah,SY,35.3029,37.1841,43.88,73,0,7.27,clear sky
473,Hami,CN,42.8,93.45,21.33,50,34,6.35,scattered clouds
474,Inuvik,CA,68.3499,-133.7218,4.21,85,40,5.75,light snow
475,Ishigaki,JP,24.3448,124.1572,68.13,83,75,17.27,broken clouds
476,Pak Phanang,TH,8.3511,100.202,86.04,70,88,11.36,overcast clouds
477,Yertsevo,RU,60.7966,40.086,-15.54,99,67,4.59,broken clouds
478,Mehamn,NO,71.0357,27.8492,22.95,100,100,9.22,light snow
479,Vengerovo,RU,55.6848,76.7471,10.45,96,100,2.26,light snow
480,Caucaia,BR,-3.7361,-38.6531,81.03,76,40,11.5,scattered clouds
481,Jalu,LY,29.0331,21.5482,53.65,61,7,7.25,clear sky
482,Gornopravdinsk,RU,60.05,69.9,5.9,96,100,5.35,overcast clouds
483,Kirakira,SB,-10.4544,161.9205,82.76,78,100,9.04,moderate rain
484,Dergachi,RU,51.2328,48.7659,22.41,78,46,7.65,scattered clouds
485,Fairbanks,US,64.8378,-147.7164,-0.06,80,20,4.61,few clouds
486,Nanga Eboko,CM,4.6833,12.3667,63.52,53,24,1.52,few clouds
487,Mandera,KE,3.9366,41.867,73.99,51,91,7.58,overcast clouds
488,Zhangye,CN,38.9342,100.4517,21.99,38,32,3.67,scattered clouds
489,Igbo Ora,NG,7.4333,3.2833,73.29,50,91,1.28,overcast clouds
490,Izhma,RU,65.0083,53.9113,-13.4,100,99,2.53,overcast clouds
491,Bodden Town,KY,19.2833,-81.25,79.93,87,20,9.22,few clouds
492,Vidim,RU,56.4088,103.1106,-2.56,95,100,4.56,overcast clouds
493,Gat,IL,31.61,34.7642,56.39,76,22,4.81,few clouds
494,Monteria,CO,8.748,-75.8814,78.71,83,20,0.0,few clouds
495,Mareeba,AU,-17.0,145.4333,81.32,94,100,5.73,moderate rain
496,Katherine,AU,-14.4667,132.2667,89.92,58,40,12.66,scattered clouds
497,Quatre Cocos,MU,-20.2078,57.7625,75.31,76,62,13.78,light rain
498,Montes Claros,BR,-16.735,-43.8617,71.38,100,0,0.0,clear sky
499,Ossora,RU,59.2353,163.0719,-4.29,82,74,9.24,broken clouds
500,Kamyaran,IR,34.7956,46.9355,34.74,98,99,4.07,overcast clouds
501,Jaffna,LK,9.6685,80.0074,78.55,76,72,12.91,broken clouds
502,Mount Isa,AU,-20.7333,139.5,82.17,65,100,13.8,overcast clouds
503,Iskateley,RU,67.6803,53.1512,-5.33,96,100,16.82,light snow
504,Darovskoy,RU,58.77,47.9564,1.49,98,100,1.79,overcast clouds
505,Flinders,AU,-34.5833,150.8552,72.18,63,86,15.99,overcast clouds
506,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.23,99,63,2.86,broken clouds
507,Grindavik,IS,63.8424,-22.4338,23.47,68,0,5.75,clear sky
508,Kieta,PG,-6.2167,155.6333,83.35,78,100,11.41,light rain
509,Alyangula,AU,-13.8483,136.4192,86.92,67,100,15.26,overcast clouds
510,La Asuncion,VE,11.0333,-63.8628,78.53,89,98,12.66,light rain
511,Fereydunshahr,IR,32.941,50.121,23.32,98,87,3.2,overcast clouds
512,Kamarion,GR,36.8,25.8167,57.09,73,0,22.1,clear sky
513,Axim,GH,4.8699,-2.2405,77.72,79,96,4.63,overcast clouds
514,Kungur,RU,57.4368,56.9593,-15.48,100,100,3.65,overcast clouds
515,Kavaratti,IN,10.5669,72.642,80.85,67,14,7.4,few clouds
516,Pascagoula,US,30.3658,-88.5561,59.04,95,0,0.0,clear sky
517,Novosergiyevka,RU,52.0934,53.6528,4.08,100,88,4.41,overcast clouds
518,La Huerta,MX,19.4667,-104.65,73.89,72,0,3.31,clear sky
519,Rivadavia,AR,-33.1905,-68.4608,80.15,16,3,8.03,clear sky
520,Marshalltown,US,42.0494,-92.908,28.51,86,100,12.66,snow
521,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.47,98,99,1.01,overcast clouds
522,Solhan,TR,38.9634,41.0293,32.72,43,74,4.61,broken clouds
523,Nakhon Phanom,TH,17.3333,104.4167,71.4,52,16,7.4,few clouds
524,Nemuro,JP,43.3236,145.575,25.45,53,74,16.73,broken clouds
525,Mantua,IT,45.1667,10.7833,49.08,91,96,5.01,overcast clouds
526,Pecos,US,31.4229,-103.4932,56.3,29,0,5.75,clear sky
527,Stanghelle,NO,60.5528,5.7357,33.91,93,100,4.56,light snow
528,Cidreira,BR,-30.1811,-50.2056,69.42,87,0,8.55,clear sky
529,Iwakuni,JP,34.15,132.1833,47.68,43,40,0.0,scattered clouds
530,Acara,BR,-1.9608,-48.1967,72.05,99,61,2.3,broken clouds
531,Maltahohe,NA,-24.8333,16.9833,63.95,44,71,5.84,broken clouds
532,Rio Gallegos,AR,-51.6226,-69.2181,50.05,76,100,19.57,light rain
533,Marzuq,YE,14.4,46.4667,57.6,76,9,6.73,clear sky
534,Chumikan,RU,54.7183,135.315,-2.6,79,99,19.48,overcast clouds
535,Biltine,TD,14.5333,20.9167,62.06,29,39,12.62,scattered clouds
536,Srivardhan,IN,18.0333,73.0167,74.19,59,3,3.15,clear sky
537,Mankapur,IN,27.0333,82.2333,51.73,65,0,5.48,clear sky
538,Chalus,IR,36.655,51.4204,45.86,66,75,2.3,broken clouds
539,Chimbote,PE,-9.0853,-78.5783,68.34,84,100,5.64,overcast clouds
540,Joshimath,IN,30.5667,79.5667,43.81,12,0,10.2,clear sky
541,Bosaso,SO,11.2842,49.1816,73.44,75,23,0.98,few clouds
542,Severnyy,RU,50.677,36.5532,30.24,80,75,8.95,broken clouds
543,Awbari,LY,26.5921,12.7805,48.43,62,0,7.2,clear sky
544,Atherton,GB,53.5237,-2.4935,51.3,87,87,1.99,overcast clouds
545,Upata,VE,8.0086,-62.3989,71.19,97,77,3.13,broken clouds
546,Sindor,RU,62.8629,51.8905,-8.93,99,98,3.67,overcast clouds
547,Yumen,CN,40.2833,97.2,20.68,40,0,20.18,clear sky
548,Bonavista,CA,48.6499,-53.1147,31.53,82,88,22.15,overcast clouds
549,Rapar,IN,23.5667,70.6333,56.71,40,1,10.78,clear sky
550,Choma,ZM,-16.8065,26.9531,63.37,89,100,2.89,overcast clouds
551,Goiatuba,BR,-18.0125,-49.3547,67.93,95,100,7.72,moderate rain
552,Berestechko,UA,50.3605,25.1107,43.0,79,100,21.7,overcast clouds
553,Gorokhovets,RU,56.1947,42.7003,15.58,97,100,4.61,light snow
554,Fethiye,TR,36.6217,29.1164,44.47,32,0,5.3,clear sky
555,Loa Janan,ID,-0.583,117.095,86.02,64,100,3.49,overcast clouds
556,Boa Vista,BR,2.8197,-60.6733,75.18,88,75,4.61,broken clouds
557,Yazman,PK,29.1212,71.7446,51.64,22,0,3.91,clear sky
558,Vanimo,PG,-2.6741,141.3028,83.82,76,52,8.68,broken clouds
559,Naze,JP,28.3667,129.4833,59.92,58,1,12.95,clear sky
560,Aberfeldy,GB,56.62,-3.8645,37.69,99,99,3.09,overcast clouds
561,Labranzagrande,CO,5.5622,-72.575,66.61,94,96,1.21,overcast clouds
562,Havoysund,NO,70.9963,24.6622,30.43,85,72,6.06,broken clouds
563,Daru,PG,-9.0763,143.2092,90.9,53,99,6.11,overcast clouds
564,Verkhnyaya Toyma,RU,62.2349,44.9985,-15.48,97,87,3.67,overcast clouds
565,Qasigiannguit,GL,68.8193,-51.1922,-17.1,75,14,4.81,few clouds
566,Beyneu,KZ,45.3167,55.2,37.33,94,100,7.83,overcast clouds
567,Kununurra,AU,-15.7667,128.7333,87.78,66,100,9.22,overcast clouds
568,Pouembout,NC,-21.1333,164.9,85.5,61,70,7.47,broken clouds
569,Roald,NO,62.5833,6.1333,38.32,52,100,19.57,overcast clouds
570,Solnechnyy,RU,50.7214,136.6319,2.05,80,33,3.42,scattered clouds
571,Unity,CA,52.4501,-109.1682,-0.74,96,41,5.1,scattered clouds
572,Harrison,US,30.4091,-89.0436,59.05,86,0,0.0,clear sky
573,Marion,US,39.7684,-86.1555,40.03,75,100,11.5,overcast clouds
574,Svetlyy,RU,54.675,20.1347,46.45,95,100,18.52,overcast clouds
575,Damietta,EG,31.4165,31.8133,60.69,68,0,9.51,clear sky
576,Mount Darwin,ZW,-16.7725,31.5838,66.85,88,100,2.68,overcast clouds
577,Hay River,CA,60.8156,-115.7999,1.38,85,75,4.61,broken clouds
578,Alamosa,US,37.4695,-105.87,21.18,63,0,11.5,clear sky
579,Marsabit,KE,2.3284,37.9899,63.37,58,67,10.07,broken clouds
580,Luena,AO,-11.7833,19.9167,61.68,96,100,4.14,overcast clouds
581,Moerai,PF,-22.4333,-151.3333,75.76,87,99,9.37,light rain
582,Channel-Port Aux Basques,CA,47.5702,-59.1367,27.03,68,79,24.11,broken clouds
583,Aguadilla,PR,18.4275,-67.1541,75.74,87,61,3.0,broken clouds
584,San Lazaro,BZ,18.0387,-88.6622,72.23,97,1,4.21,clear sky
585,Jumla,NP,29.2747,82.1838,40.3,10,0,5.14,clear sky
586,Oia,PT,40.5426,-8.5386,43.93,76,4,5.17,clear sky
587,Teya,RU,60.3778,92.6267,-2.99,100,89,3.8,overcast clouds
588,Jiuquan,CN,39.7432,98.5174,24.91,32,25,4.61,scattered clouds
589,Ajuchitlan,MX,20.7167,-100.0167,63.79,56,0,6.24,clear sky
590,Burnie,AU,-41.0667,145.9167,63.95,66,73,8.05,broken clouds
591,Okha,RU,53.5739,142.9478,19.56,93,100,17.63,overcast clouds
592,Bambanglipuro,ID,-7.95,110.2833,78.78,84,100,8.57,overcast clouds
593,Sfantu Gheorghe,RO,45.8667,25.7833,41.27,91,91,3.51,overcast clouds
594,Hammerfest,NO,70.6634,23.6821,18.05,86,40,0.0,scattered clouds
595,Port Hardy,CA,50.6996,-127.4199,44.78,70,100,20.71,overcast clouds
596,Monte Alegre De Sergipe,BR,-10.0272,-37.5622,72.1,83,39,8.57,scattered clouds
597,Honningsvag,NO,70.9821,25.9704,29.95,86,100,4.61,overcast clouds
598,Port Shepstone,ZA,-30.7414,30.455,70.36,90,100,10.04,light rain
599,Macas,EC,-2.3167,-78.1167,67.01,99,78,1.83,light rain
600,Constantine,DZ,36.365,6.6147,47.61,93,75,3.44,light rain
601,Moron,AR,-34.6534,-58.6198,73.96,59,0,7.83,clear sky
602,Tambun,ID,-6.2641,107.0712,89.29,53,100,8.34,overcast clouds
603,Bone,DE,51.9669,12.1396,50.25,84,93,21.52,overcast clouds
604,Kautokeino,NO,69.0125,23.0412,0.03,100,100,3.76,overcast clouds
605,Ketchikan,US,55.3422,-131.6461,42.78,75,20,5.75,few clouds
606,Shatsk,RU,54.0258,41.7119,27.05,94,100,13.91,light snow
607,Karasuk,RU,53.7377,78.0403,26.69,96,100,12.37,light snow
608,Port-Gentil,GA,-0.7193,8.7815,78.08,84,90,14.43,overcast clouds
609,Maputo,MZ,-25.9653,32.5892,73.65,95,98,7.4,light rain
610,Keetmanshoop,NA,-26.5833,18.1333,57.34,61,32,14.14,scattered clouds
611,Koungou,YT,-12.7336,45.2042,82.11,78,40,11.5,scattered clouds
612,Bagdarin,RU,54.4333,113.6,-1.82,84,100,0.56,overcast clouds
613,Cocorit,MX,27.5833,-109.9667,65.1,35,0,6.62,clear sky
614,Buchanan,LR,5.8808,-10.0467,75.4,82,44,1.68,scattered clouds
615,Tuy Hoa,VN,13.0833,109.3,72.55,93,100,19.82,overcast clouds
616,Darhan,MN,49.4867,105.9228,-5.73,91,100,1.9,overcast clouds
617,Walvis Bay,NA,-22.9575,14.5053,64.09,88,50,4.61,scattered clouds
618,Edremit,TR,39.5961,27.0244,49.06,90,72,6.78,broken clouds
619,Tilichiki,RU,60.4667,166.1,-22.25,92,66,11.27,broken clouds
620,Porto Belo,BR,-27.1578,-48.5531,67.95,83,45,5.14,scattered clouds
621,Rassvet,RU,46.8333,40.75,32.25,84,11,8.14,few clouds
622,Inhambane,MZ,-23.865,35.3833,78.39,84,64,7.09,broken clouds
623,Rabo De Peixe,PT,37.8,-25.5833,60.31,94,75,16.11,light rain
624,Adrar,MR,20.5022,-10.0711,57.07,21,95,10.63,overcast clouds
625,Jonesboro,US,35.8423,-90.7043,44.42,65,0,5.75,clear sky
626,Dzerzhinsk,RU,56.2389,43.4631,17.42,93,100,4.47,light snow
627,Kirovskiy,RU,45.0917,133.5136,9.7,78,3,4.94,clear sky
628,Pudozh,RU,61.8099,36.5345,-18.44,100,44,2.26,scattered clouds
629,Biak,ID,-0.9131,122.8766,84.04,66,100,1.36,overcast clouds
630,Muli,MV,2.9167,73.5667,81.34,62,46,12.26,scattered clouds
631,Broome,US,42.2506,-75.833,57.7,89,100,8.05,overcast clouds
632,Galveston,US,29.3669,-94.9669,60.94,82,0,4.61,clear sky
633,La Rioja,ES,42.25,-2.5,28.18,84,11,4.97,few clouds
634,Galesong,ID,-5.3166,119.3661,75.22,88,100,6.89,light rain
635,Uchaly,RU,54.2996,59.4521,-6.0,100,68,3.4,broken clouds
636,Imbituba,BR,-28.24,-48.6703,65.46,85,18,3.49,few clouds
637,Sainte-Claire,CA,46.6006,-70.8649,25.12,74,100,5.01,overcast clouds
638,Quesnel,CA,52.9999,-122.5029,7.3,92,0,0.0,mist
639,El Alto,PE,-4.2714,-81.2147,69.46,78,100,11.52,overcast clouds
640,Bernalillo,US,35.05,-106.6673,38.97,59,7,3.0,clear sky
641,Ankpa,NG,7.3706,7.6253,70.27,34,74,3.27,broken clouds
642,Haljala,EE,59.4336,26.2614,23.97,75,100,13.49,overcast clouds
643,Akdepe,TM,42.0551,59.3788,32.09,43,100,9.24,overcast clouds
644,Mangrol,IN,21.1167,70.1167,60.17,42,0,15.14,clear sky
645,Moussoro,TD,13.6408,16.4901,62.29,27,8,14.97,clear sky
646,Churapcha,RU,62.0025,132.4325,-18.71,99,100,2.73,overcast clouds
647,Yuancheng,CN,36.652,107.7896,33.71,55,100,3.91,overcast clouds
648,Canguaretama,BR,-6.38,-35.1289,76.26,82,23,7.07,few clouds
649,Banjar,ID,-8.19,114.9675,84.99,70,65,6.55,broken clouds
650,Micheweni,TZ,-4.9667,39.8333,80.15,79,81,10.42,light rain
651,Chor,PK,25.5167,69.7667,51.33,23,0,9.26,clear sky
652,Rovenki,UA,48.0833,39.3776,28.42,82,22,5.99,few clouds
653,Batticaloa,LK,7.7102,81.6924,79.23,78,53,9.17,broken clouds
654,Pokrovka,KG,42.3414,78.0056,24.84,64,78,9.15,broken clouds
655,Alberton,CA,46.8168,-64.0654,30.33,65,100,17.58,overcast clouds
656,Tenenkou,ML,14.4572,-4.9169,64.31,23,11,9.64,few clouds
657,Ixtapa,MX,20.7,-105.2,67.24,83,0,2.3,clear sky
658,Akmene,LT,56.25,22.75,32.34,99,100,12.26,snow
659,Mayya,RU,61.7333,130.2811,-19.1,98,99,1.92,overcast clouds
660,Uruguaiana,BR,-29.7547,-57.0883,76.93,44,0,12.66,clear sky
661,Miri,MY,4.4148,114.0089,86.14,70,20,6.91,few clouds
662,Coachella,US,33.6803,-116.1739,62.87,67,53,1.43,broken clouds
